PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude
CA-W-22328,SICILIA LLC,SICILIA VINEYARDS,7351 FAIRPLAY RD,SOMERSET,CA,95684,EL DORADO,38.601171,-120.6805153
CA-W-21111,"SKY RANCH GROUP, LLC",SKY RANCH GROUP,7351 SKY RANCH LN,VACAVILLE,CA,95688,,38.4195149,-122.084433
CA-W-15838,JAMES T. & ALANNA S. TAFF,WINDWALKER WINERY,7360 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.6081829,-120.66118
CA-W-23503,"COUSINS ESTATE VINEYARD, LLC",UNHINGED CELLARS,7365 COUNTY ROAD 21,ORLAND,CA,95963,GLENN,39.720322,-122.100631
CA-W-163,"SAN ANTONIO WINERY, INC.",RIBOLI FAMILY WINES,737 LAMAR ST,LOS ANGELES,CA,90031,LOS ANGELES,34.0642833,-118.2243367
CA-W-22562,ALVIN STUART HASIN,KARPE KANEM WINERY,7380 HIDDEN LAKE RD,FORESTVILLE,CA,95436,SONOMA,38.4705023,-122.8990996
CA-W-17166,"BRIAN KENT, INC.",BUMGARNER WINES,7380 VINEYARD VIEW DR,SOMERSET,CA,95684,EL DORADO,38.6070938,-120.6395645
CA-W-17161,"PRATT VINEYARDS, LLC",DKCELLARS,7380 VINEYARD VIEW DR,FAIR PLAY,CA,95684,EL DORADO,38.6070938,-120.6395645
CA-W-15839,"OSO LIBRE RANCH, INC.",OSO LIBRE,7383 VINEYARD DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5960804,-120.8309389
CA-W-23534,BRICOLEUR VINEYARDS LLC,BRICOLEUR VINEYARDS,7394 STARR RD,WINDSOR,CA,95492,SONOMA,38.5254322,-122.831729
CA-W-15967,"FRASINETTI WINERY, LLC",JAS. FRASINETTI & SONS,7395 FRASINETTI RD,SACRAMENTO,CA,95828,SACRAMENTO,38.4894859,-121.3952552
CA-W-21447,"ATLAS WINE COMPANY, LLC",ATLAS WINE COMPANY,7400 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.609498,-120.657221
CA-W-24086,FATE WINES LLC,FATE,7400 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.609498,-120.657221
CA-W-15677,"ZIN MAN, LLC",PERRY CREEK WINERY,7400 PERRY CREEK RD,FAIR PLAY,CA,95684,EL DORADO,38.6069926,-120.6624028
CA-W-24085,JOHN THOMAS SWEIGART,PERRY CREEK WINERY,7400 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.609498,-120.657221
CA-W-23158,"PIOLA WINES, INC.",PIOLA WINES,7400 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.609498,-120.657221
CA-W-22506,"HERITANCE VINTNERS, LLC",HERITANCE VINTNERS,7400 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4471315,-122.3505611
CA-W-3498,"DAVID GIRARD VINEYARDS, INC.",GIRARD'S,741 COLD SPRINGS RD,PLACERVILLE,CA,95667,EL DORADO,38.780033,-120.8901452
CA-W-23098,"KLINE FAMILY VINEYARDS, LLC",ANNEUGENE WINES,741 RIVERSIDE RD,HOLLISTER,CA,95023,SAN BENITO COUNTY,36.8352699,-121.4244129
CA-W-23346,RUBENSTEINS LLC,EROSION WINE CO.,7415 SAINT HELENA HWY,YOUNTVILLE,CA,94599,NAPA,38.4192422,-122.3888066
CA-W-20230,N2WINES LLC,N2 WINES,7415 SAINT HELENA HWY,YOUNTVILLE,CA,94599,NAPA,38.4192422,-122.3888066
CA-W-17459,"VINTAGE WINE ESTATES, INC.",COSENTINO WINERY,7415 ST. HELENA HWY,YOUNTVILLE,CA,94599,NAPA,38.4192422,-122.3888066
CA-W-17615,SANDRA K. DICKSON,DICKSON FAMILY WINES,742 SUNNYSIDE RD,SAINT HELENA,CA,94574,NAPA,38.53873,-122.4661183
CA-W-2799,"WHITE OAK VINEYARDS & WINERY, LLC",WHITE OAK VINEYARDS & WINERY,7431 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.665921,-122.808549
CA-W-22894,MEDITERRANEAN VINEYARDS LLC,MEDITERRANEAN VINEYARDS,7449 FAIRPLAY RD,SOMERSET,CA,95684,EL DORADO,38.601002,-120.676109
CA-W-22248,"RIVERSTAR WINERY, LLC",RIVERSTAR VINEYARDS,7450 ESTRELLA RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7185396,-120.6410218
CA-W-20189,"PAIX SUR TERRE, LLC",PAIX SUR TERRE,7450 VINEYARD DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5979542,-120.8316343
CA-W-2476,ROBERT VAN DER VIJVER & SHANNON N. VAN VIJVER,VAN DER VIJVER ESTATES,7451 FAIRPLAY RD,SOMERSET,CA,95684,EL DORADO,38.6030072,-120.6757759
CA-W-23121,VINO DE ORO VINEYARD AND WINERY LLC,VINO DE ORO VINEYARD AND WINERY,7460 DERBY LN,SOMERSET,CA,95684,,38.566039,-120.679911
CA-W-15104,JOSEPH J. MILLA,MILLA VINEYARDS,7465 W MCKINLEY,FRESNO,CA,93722,FRESNO,36.7635358,-119.9249708
CA-W-22350,DEL DOTTO VINEYARDS,PIAZZA DEL DOTTO,7466 SAINT HELENA HWY,NAPA,CA,94558,NAPA,38.421763,-122.388032
CA-W-17737,"CORTE MADERA VINEYARDS, LLC.",RAMSRIDGE,7473 CORTE MADERA RD,PINE VALLEY,CA,91962,SAN DIEGO,32.820729,-116.539993
CA-W-22001,TED ROQUE MEDEIROS,MEDEIROS FAMILY WINES,7480 FAIRPLAY RD,SOMERSET,CA,95684,EL DORADO,38.5969803,-120.6735745
CA-W-1910,JOHN SCOTT MILLER & PAMELA SUE MILLER,SINGLE LEAF VINEYARDS & WINERY,7480 FAIRPLAY RD,SOMERSET,CA,95684,EL DORADO,38.5969803,-120.6735745
CA-W-15799,"SUTTER HOME WINERY, INC.",NAPA CELLARS,7481 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4211386,-122.3903114
CA-W-22070,ANT PRODUCTIONS LLC,TINTYPE WINERY,75 BOST AVE UNIT 3,NEVADA CITY,CA,95959,NEVADA,39.2514003,-121.0231845
CA-W-22577,L.A. LEPAINE WINES,LEPIANE WINES,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625656,-120.185846
CA-W-21772,"PALMERPIAZZA, LLC",MAIL ROAD WINES,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625656,-120.185846
CA-W-22202,"MARSHAK WINE COMPANY, LLC",MARSHAK WINE COMPANY,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625656,-120.185846
CA-W-21415,"MUNICIPAL WINEMAKERS, LLC",MUNICIPAL WINEMAKERS,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625656,-120.185846
CA-W-16641,"YERBA BUENA BEVERAGE, LLC",TREASURE ISLAND BRANDS,750 6TH ST,SAN FRANCISCO,CA,94130,SAN FRANCISCO,37.8240564,-122.3673395
CA-W-3066,BRIAN & CAMILLE BRANDT,BRANDT FAMILY WINERY,750 E 25TH ST,UPLAND,CA,91784,SAN BERNARDINO,34.1552443,-117.6408398
CA-W-21747,"SHANNON RIDGE, INC.",SHANNON RIDGE FAMILY OF WINES,750 ROUND MOUNTAIN RD,CLEARLAKE OAKS,CA,95423,LAKE,39.0400695,-122.6255479
CA-W-16104,"BODEGA DEL SUR WINERY, INC.",BODEGA DEL SUR,7501 SHEEP RANCH RD,MOUNTAIN RANCH,CA,95246,CALAVERAS,38.244946,-120.515243
CA-W-3317,WAYNE & BARBARA PROCISSI,PROCISSI CELLAR,7505 GRIZZLY FLAT RD,SOMERSET,CA,95684,EL DORADO,38.633369,-120.62423
CA-W-15722,ROSSI-MEDICH LLC,SALUTI CELLARS,7505 GRIZZLY FLAT RD,SOMERSET,CA,95684,EL DORADO,38.633369,-120.62423
CA-W-15965,"LONE BUFFALO VINEYARDS, LLC",LONE BUFFALO VINEYARDS,7505 WISE RD,AUBURN,CA,95603,PLACER,38.9185597,-121.1665734
CA-W-16563,"NICOLL BROTHERS ENTERPRISES, LLC",LEVENPENCE CELLARS,751 PORCUPINE LN,CARLOTTA,CA,95528,HUMBOLDT,40.5352226,-124.0359459
CA-W-15416,ED B. LEWIS AND ROSINA LEE LEWIS,ROSINA VINEYARD,751 SORENSON RD,REDCREST,CA,95569,HUMBOLDT,40.4017588,-123.9568182
CA-W-16635,"CHAMISAL VINEYARDS, LLC",CHAMISAL VINEYARDS,7525 ORCUTT RD,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.2003814,-120.5717323
CA-W-23975,"GROUNDED WINE PROJECT, LLC",GROUNDED WINE PROJECT,7525 ORCUTT RD,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.2003814,-120.5717323
CA-W-16873,GERARDO DONATO IULIANO,LA BORGATA,7539 PLEASANTS VALLEY RD,VACAVILLE,CA,95688,SOLANO,38.4299692,-122.05001
CA-W-17042,"ROBINSON LAKE VINEYARD, LLC",ROBINSON LAKE VINEYARD,755 E HIGHWAY 20,UPPER LAKE,CA,95485,LAKE,39.1612319,-122.8999881
CA-W-21927,DONALD JAY PERKINS,LACHAPELLE FAMILY VINEYARD,7551 MOUNTAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO,38.7034167,-121.2024889
CA-W-22680,"DRISCOLL WINE COMPANY, LLC",DRISCOLL WINE COMPANY,7554 ST. HELENA HWY,NAPA,CA,94558,NAPA,38.4262941,-122.3890279
CA-W-21878,JAMES E. COLLINS & DOROTHEA MCFARLAND,MILLIKEN CREEK VINEYARDS,7554 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4249576,-122.3922597
CA-W-23197,"WILLAMETTE VALLEY VINEYARDS, INC.",NATOMA,7554 ST. HELENA HWY,NAPA,CA,94558,NAPA,38.4262941,-122.3890279
CA-W-15602,"SCREAMING EAGLE, LLC",SCREAMING EAGLE WINERY,7557 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4466774,-122.3627369
CA-W-22917,"THE CIDER HOUSE, LLC",POOCHIE'S HOOCH URBAN CIDERY,7559 MISSION GORGE RD,SAN DIEGO,CA,92120,SAN DIEGO,32.8072006,-117.0759605
CA-W-2770,RAYMOND E. & BONNIE E. GOEPFRICH,GOPFRICH,7564 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6871531,-122.9577268
CA-W-17725,"ARMSTRONG VINEYARDS, INC.",EPOCH ESTATE WINES,7575 YORK MOUNTAIN RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,35.5407174,-120.8291819
CA-W-2988,"PIANETTA WINERY, INC.",PIANETTA WINERY,75751 INDIAN VALLEY RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.8276215,-120.7047052
CA-W-15342,NARSAI M. DAVID,NARSAI,7580 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4471163,-122.3564552
CA-W-23095,"THOMAS T. THOMAS VINEYARDS, LLC",THOMAS T. THOMAS VINEYARDS,7581 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.0736242,-123.4524744
CA-W-15795,"GALLERON SIGNATURE WINES, LLC",GALLERON SIGNATURE WINES,759 LA HOMA DR,NAPA,CA,94558,NAPA,38.31997,-122.287847
CA-W-3440,JOHN M. & MARY S. CUTHBERT,NOBLE OAKS VINEYARD & WINERY,76 OAK ST,OJAI,CA,93023,VENTURA,34.4505689,-119.2474012
CA-W-15475,"GOLD NOTE, LLC",GOLD NOTE,7600 FAIR PLAY RD,FAIR PLAY,CA,95684,EL DORADO,38.598545,-120.671121
CA-W-16489,"JACKSON FAMILY WINES, INC.",CARDINALE WINERY,7600 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4290519,-122.3903056
CA-W-16295,"LIMBO, INC.",FOG CREST,7602 OCCIDENTAL RD,SEBASTOPOL,CA,95472,SONOMA,38.428829,-122.84181
CA-W-23837,IMAS FAMILY VINEYARD LLC,L&M VINEYARD,7602 SUNLIT OAKS CT,GILROY,CA,95020,SANTA CLARA,37.024293,-121.501987
CA-W-22118,"LETO CELLARS, INC.",LETO CELLARS,761 TECHNOLOGY WAY,NAPA,CA,94558,NAPA,38.2246884,-122.2673879
CA-W-22012,BLOODY POINT WINERY LLC,BLOODY POINT VINEYARD AND WINERY,7624 N COUNTY RD 114,TULELAKE,CA,96134,MODOC,41.9546459,-121.336419
CA-W-15808,"BEVAN CELLARS, LLC",BEVAN CELLARS,7633 SILVERADO TRL,OAKVILLE,CA,94558,NAPA,38.4536739,-122.3622811
CA-W-22338,"TWO 4 STU, LLC",LERNER PROJECT,7633 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4536739,-122.3622811
CA-W-22597,"TENCH WINERY, LLC",TENCH WINES,7633 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4536739,-122.3622811
CA-W-17508,GRAPE EXPECTATIONS LLC,THE VILLAGE WINERY,766 LAKEFIELD RD STE G,WESTLAKE VILLAGE,CA,91361,VENTURA,34.1567419,-118.8306064
CA-W-15298,"DAVERO SONOMA, INC.",DAVERO SONOMA,766 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.6035801,-122.8839455
CA-W-21190,"CHEROKEE CREEK WINES, LLC",CHEROKEE CREEK WINES,769 DOGTOWN RD,ANGELS CAMP,CA,95222,CALAVERAS,38.094989,-120.560026
CA-W-2639,ROBERT R. LAJOIE & MIREILLE B. LAJOIE,CHALET FLEUR-DE-LYS,7696 PERRY CREEK RD,SOMERSET,CA,95684,EL DORADO,38.6003402,-120.6567417
CA-W-16858,TOD AND ALYSE HICKMAN,HICKMAN FAMILY VINEYARDS,77 ORANGE AVE,BANGOR,CA,95914,BUTTE,39.398569,-121.422819
CA-W-22366,"SONOMA HARVEST OLIVE OIL & WINERY, LLC",SONOMA HARVEST WINERY,770 CHADBOURNE RD,FAIRFIELD,CA,94533,SOLANO,38.2332916,-122.0832119
CA-W-2948,RHONDA RENE' WOOD & MICHAEL JAMES WOOD,WOOD FAMILY VINEYARDS,7702 CEDAR MOUNTAIN RD,LIVERMORE,CA,94550,ALAMEDA,37.6548493,-121.6990958
CA-W-22648,"DAKOTA-SHY WINE CO, LLC",DAKOTA SHY WINERY,771 SAGE CANYON RD,ST. HELENA,CA,94574,NAPA,38.4865939,-122.401241
CA-W-15424,"DETERT FAMILY VINEYARDS, LLC",DETERT FAMILY,771 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4865939,-122.401241
CA-W-15621,MIDSUMMER CELLARS LLC,MIDSUMMER CELLARS,771 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4865939,-122.401241
CA-W-17193,"PROSPECT 772 WINE COMPANY, INC.",PROSPECT 772 WINE COMPANY,772 APPALOOSA WAY,ANGELS CAMP,CA,95222,CALAVERAS,38.038356,-120.624826
CA-W-15125,MARTIN GUERRERO AND OLGA FERNANDEZ,GUERRERO FERNANDEZ WINERY,7724 BELL RD,WINDSOR,CA,95492,SONOMA,38.5371627,-122.8042129
CA-W-16206,"HAMMERSKY, LLC",HAMMERSKY,7725 VINEYARD DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5978668,-120.8348199
CA-W-21118,ROWLEY ESTATES LLC,ROWLEY ESTATES,7730 BELL RD,WINDSOR,CA,95492,SONOMA,38.5371735,-122.8042915
CA-W-16055,"SUPER SONOMAN WINE, LLC",SUPER SONOMAN WINE,7730 BELL RD,WINDSOR,CA,95492,SONOMA,38.5371735,-122.8042915
CA-W-20368,"WEESE BOWLEY WINES, INC.",WEESE FAMILY WINES,7732 BELL RD,WINDSOR,CA,95492,SONOMA,38.5372457,-122.8040379
CA-W-20485,GOLD MOUNTAIN WINERY INC.,FITZPATRICK WINERY,7740 FAIRPLAY RD,FAIR PLAY,CA,95684,EL DORADO,38.597148,-120.6648002
CA-W-16954,"GLI AMICI WINE CO., L.L.C.",COLAGROSSI WINES,7755 BELL RD,WINDSOR,CA,95492,SONOMA,38.5364835,-122.8050114
CA-W-22645,"AUGUR WINE CO, LLC",AUGUR WINE CO.,7763 BELL RD,WINDSOR,CA,95492,SONOMA,38.5369294,-122.8051004
CA-W-23741,"ECHO ECHO, LLC",ABBOT'S PASSAGE WINERY & MERCANTILE,777 MADRONE RD,GLEN ELLEN,CA,95442,SONOMA,38.3409379,-122.50651
CA-W-1729,"OAKVILLE HILLS CELLAR, INC.",DALLA VALLE VINEYARDS,7776 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4587482,-122.3667589
CA-W-21990,"OAKVILLE RANCH WINERY, INC.",OAKVILLE RANCH,7781 SILVERADO TRL,NAPA,CA,94558,NAPA,38.458087,-122.350115
CA-W-21360,"VIA GIUSTI, INC.",VIA GIUSTI WINES,7782 GIUSTI RD,FORESTVILLE,CA,95436,SONOMA,38.488172,-122.9018596
CA-W-23336,"HALL WINES, LLC",HALL WINES,779 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.6041679,-122.8843676
CA-W-16051,"COPAIN WINE CELLARS, LLC",COPAIN WINE CELLARS,7800 EASTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5188204,-122.8507997
CA-W-22507,"JACKSON FAMILY WINES, INC.",COPAIN WINE CELLARS,7800 EASTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5188204,-122.8507997
CA-W-17671,NADIEM HANNA KHOURY,ELKFIELD VINEYARDS,7801 HIGHWAY 20,UKIAH,CA,95482,MENDOCINO,39.218379,-123.086106
CA-W-17502,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",ROBERT MONDAVI WINERY,7801 ST. HELENA HIGHWAY,OAKVILLE,CA,94562,NAPA,38.4343254,-122.4004783
CA-W-1239,NILS & DIANNA L. VENGE & THE KIRK P. & ERIKA L. VENGE TRUST,VENGE VINEYARDS/SADDLEBACK CELLARS,7802 MONEY RD,OAKVILLE,CA,94562,NAPA,38.4495056,-122.3882755
CA-W-21749,MORGAN WRIGHT WINE CELLARS LTD.,MORGAN WRIGHT WINE CELLARS,7830 - 40 SAINT HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-23947,"DANA'S ORGANIC WINES, INC.",WANDER + IVY,7830 - 40 ST HELENA HWY,OAKVILLE,CA,94558,NAPA,38.4363815,-122.4015078
CA-W-22949,"OLD LODGE, LLC",ACRE WINES,7830 40 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-22445,"ERBA ESTATE VINEYARDS, L.L.C.",ERBA MOUNTAINSIDE VINEYARDS,7830 -40 ST. HELENA HWY STE 13,OAKVILLE,CA,94562,NAPA,38.4501216,-122.4147511
CA-W-23482,HOOPES VINEYARD LLC,HOOPES VINEYARD & WINERY,7830 -40 ST. HELENA HWY STE 34,OAKVILLE,CA,94562,,38.4501216,-122.4147511
CA-W-20292,SPENCER W. HOOPES,HOOPES VINEYARDS AND WINERY,7830 -40 ST. HELENA HWY STE 4,OAKVILLE,CA,94562,NAPA,38.4501216,-122.4147511
CA-W-1919,OAKVILLE WINERY ACQUISITION GROUP,NAPA WINE COMPANY,7830 -7840 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4364134,-122.4013545
CA-W-17405,"BLACKBIRD VINEYARDS, LLC",BLACKBIRD VINEYARDS,7830 SAINT HELENA HWY SUITE 2,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-2138,BETTER BRANDS INTERNATIONAL,MICHAEL POZZAN WINERY,7830 SAINT HELENA HWY SUITE 22,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-17063,"RED MARE WINES, LLC",RED MARE WINES,7830 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-24022,THE?ALIXIR?COMPANY,THE ALIXIR COMPANY,7830 ST HELENA HWY,OAKVILLE,CA,94562,,38.43666,-122.4020388
CA-W-17335,"MAGNUS, LLC",FLYING HORSE WINERY,7830 ST HELENA HWY STE 8,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-15170,"HERON WINES, INC.",HERON WINES,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-1226,RICHARD M. STELTZNER,STELTZNER,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-16000,"TWO ANGELS, LLC",TWO ANGELS,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-16403,NEGOCIANTS U.S.A. INC.,VOSS VINEYARDS,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-16992,"VINUM CELLARS, INC.",VINUM CELLARS,7830 ST. HELENA HWY STE 21,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-21108,"VOLKER EISELE FAMILY ESTATE, LLC",VOLKER EISELE FAMILY ESTATE WINERY,7830-40 SAINT HELENA HWY STE 25,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-23602,ARRON JOHNSON,THE LODGE WINERY & OLIVE OIL CO,783040 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4364134,-122.4013545
CA-W-20401,"INVESTORS WINE COMPANY, INC.",LIPARITA CELLARS,783040 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4364134,-122.4013545
CA-W-21607,GENE AND PAULA KELLY,KELLY FAMILY VINEYARDS,7830-40 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388
CA-W-23701,NICHE DOCTORS LLC,YOONIT,7830-40 ST. HELENA HWY,OAKVILLE,CA,94562,,38.43666,-122.4020388
CA-W-23385,MCGEE'S MEAD LLC,MCGEE'S MEAD OR MCGEE'S MEAD CO.,785 CONN VALLEY RD,ST HELENA,CA,94574,NAPA,38.5168789,-122.4246708
CA-W-16629,GARY BRIAN BROOKMAN,BROOKMAN WINE CO.,7850 SILVERADO TRL,NAPA,CA,94558,NAPA,38.462719,-122.371092
CA-W-23248,COBBLESTONE VINEYARDS LLC,COBBLESTONE VINEYARDS,7850 SILVERADO TRL,NAPA,CA,94558,NAPA,38.462719,-122.371092
CA-W-23555,"JACOB FRANKLIN WINES, LLC",JACOB FRANKLIN WINES,7850 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4627747,-122.3711021
CA-W-2603,"MINER FAMILY WINERY, L.L.C.",MINER FAMILY WINERY,7850 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4627747,-122.3711021
CA-W-21365,CHRIS SORENSEN,CADDIS,7878 CEDAR MOUNTAIN DR UNIT B,LIVERMORE,CA,94550,ALAMEDA,37.6510545,-121.7027755
CA-W-20007,"TWIN RIDGE ESTATES, LLC",TWIN RIDGE ESTATES,7878 DRY CREEK RD,GEYSERVILLE,CA,95441,SONOMA,38.7100799,-122.9618348
CA-W-1745,RAYMOND GREGORY RODENO,VILLA RAGAZZI,7878 MONEY RD,NAPA,CA,94558,NAPA,38.4524491,-122.3857307
CA-W-3025,MICHAEL S. & DEANNE K. BOEHLERT,LASSEN PEAK WINERY,7878 OAK LN,SHINGLETOWN,CA,96088,SHASTA,40.51745,-121.9509449
CA-W-15667,OPUS ONE WINERY LLC,OPUS ONE WINERY,7900 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.441409,-122.3995606
CA-W-22610,"SHOKRIAN WINERY, LLC",LE CRUSH WINERY,7910 CAT CANYON RD,LOS ALAMOS,CA,93440,SANTA BARBARA,34.772443,-120.264071
CA-W-2879,VITO ACCARDI,ACCARDI WINERY,7924 TIMM RD,VACAVILLE,CA,95688,SOLANO,38.4501703,-121.9676847
CA-W-22313,"BRICK BARN WINERY, LLC",BRICK BARN WINE ESTATE,795 W HWY 246,BUELLTON,CA,93427,SANTA BARBARA,34.6212208,-120.2132361
CA-W-17771,"K SQUARED CELLARS, LLC",K SQUARED CELLARS,7975 CAMERON DR BLDG 1500-,WINDSOR,CA,95492,SONOMA,38.5359139,-122.8056469
CA-W-2494,"GARRE VINEYARD AND WINERY, INC.",GARRE VINEYARD AND WINERY,7986 TESLA RD,LIVERMORE,CA,94550,ALAMEDA,37.6657331,-121.6979143
CA-W-15845,MATTHIAS PIPPIG AND JAMIE KINSER,SANGUIS,8 ASHLEY AVE,SANTA BARBARA,CA,93103,SANTA BARBARA,34.4207569,-119.6793958
CA-W-22646,NIKOLAY GONTARYUK,SIRET VINEYARD,8 TRAMPA CYN,CARMEL VALLEY,CA,93924,,36.402042,-121.627035
CA-W-15225,"SHOESTRING VINEYARD & WINERY, LLC",SHOESTRING VINEYARD & WINERY,800 E HIGHWAY 246,SOLVANG,CA,93463,SANTA BARBARA,34.6020567,-120.1686726
CA-W-23142,EUGENE E. THERON & JULIETTE THERON,CHARMANT VINEYARDS,800 LARSEN RD,APTOS,CA,95003,,37.017062,-121.890531
CA-W-3280,VERN BOLTZ,TOULOUSE VINEYARDS,8001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.0696401,-123.4541108
CA-W-21551,VAN WILLIAMSON,WITCHING STICK WINES,8001 NW HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.0696401,-123.4541108
CA-W-21828,STACY WILLIAMS,WILLIAMS BRIDGE VINEYARD,8010 MOUNT VERON RD,AUBURN,CA,95603,PLACER,38.946912,-121.157944
CA-W-17381,"STONECUSHION, INC.",SODA ROCK WINERY,8015 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.6604,-122.79925
CA-W-3184,OPHIR WINES LLC,OPHIR WINES,8030 WOODMAN LN,NEWCASTLE,CA,95658,PLACER,38.8986669,-121.1534919
CA-W-17618,MARK A. AND TERRY SUE RUEGER,RENEGADE WINERY,8032 S MAIN ST,MOKELUMNE HILL,CA,95245,CALAVERAS,38.29696,-120.7077357
CA-W-15372,ALEXANDER J. VERHAGE,ENO WINES,805 CAMELIA ST,BERKELEY,CA,94710,ALAMEDA,37.8776344,-122.3016496
CA-W-21126,"BAIOCCHI FAMILY VINEYARDS, LLC",BAIOCCHI,8054 FAIRPLAY RD,FAIR PLAY,CA,95684,,38.588329,-120.664434
CA-W-23206,"ALORIA VINEYARDS, LLC",RENNER WINERY,8055 AIROLA RD,VALLECITO,CA,95241,CALAVERAS,38.0476409,-120.4696667
CA-W-17058,PINA CELLARS LP,PINA CELLARS,8060 SILVERADO TRL,RUTHERFORD,CA,94573,NAPA,38.4668931,-122.376877
CA-W-15563,MICHAEL DEAN IVERSON & MELODIE KAY IVERSON,IVERSON WINERY,8061 PERRY CREEK RD,FAIR PLAY,CA,95684,EL DORADO,38.595908,-120.6575801
CA-W-1820,"JON MORGAN, PETER BARGETTO, AND PAUL BARGETTO",SOQUEL VINEYARDS,8063 GLEN HAVEN RD,SOQUEL,CA,95073,SANTA CRUZ,37.0294708,-121.933445
CA-W-20114,"HARTFORD-JACKSON, LLC",HARTFORD FAMILY WINES,8075 MARTINELLI RD,FORESTVILLE,CA,95436,SONOMA,38.484165,-122.90946
CA-W-16449,"WESTSIDE WINERY, INC.",THOMAS GEORGE ESTATES,8075 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5229425,-122.878994
CA-W-15856,CHARLES B. MITCHELL,WINERY BY THE CREEK,8085 PERRY CREEK RD,FAIR PLAY,CA,95684,EL DORADO,38.5937745,-120.6594222
CA-W-21771,WILLIAM J. ENGLISH,MEADOW VIEW WINERY,81 MEADOW VIEW RD,ORINDA,CA,94563,CONTRA COSTA,37.8794709,-122.1573749
