PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Merge_Name
CA-W-1262,"RUDD WINES, INC.",RUDD,500 OAKVILLE XRD,OAKVILLE,CA,94562,NAPA,38.4573524,-122.366076,RUDD
CA-W-21366,"RUDIUS WINES, LLC",RUDIUS,3524 N SILVERADO TRL,ST. HELENA,CA,94574,NAPA,38.5473988,-122.4883611,RUDIUS
CA-W-15557,"RUED WINERY, INC.",RUED WINERY,3850 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65737,-122.926361,RUED
CA-W-2423,"RHEW, INC.",RUSSIAN HILL ESTATE WINERY,4525 SLUSSER RD,WINDSOR,CA,95492,SONOMA,38.4972992,-122.8300015,RUSSIAN HILL
CA-W-16852,"RUSSIAN RIVER VINEYARDS, LLC",RUSSIAN RIVER VINEYARDS,2064 GRAVENSTEIN HWY SUITE 120,SEBASTOPOL,CA,95472,SONOMA,38.4233079,-122.8501115,RUSSIAN RIVER
CA-W-16712,"RUSSIAN RIVER VINEYARDS, LLC",RUSSIAN RIVER VINEYARDS,5700 HIGHWAY 116,FORESTVILLE,CA,95436,SONOMA,38.4654514,-122.883327,RUSSIAN RIVER
CA-W-2839,BELVEDERE WINE COMPANY,RUSSIAN RIVER WINE WORKS,7190 TRENTON HEALDSBURG RD,FORESTVILLE,CA,95436,SONOMA,38.494092,-122.858225,RUSSIAN RIVER WORKS
CA-W-3505,"RUSSIAN RIVER WINERY, INC.",RUSSIAN RIVER WINEMAKERS,2191 LAGUNA RD,SANTA ROSA,CA,95401,SONOMA,38.4687464,-122.8505794,RUSSIAN RIVER MAKERS
CA-W-17107,"RUSTRIDGE WINERY, INC.",RUSTRIDGE WINERY,2910 LOWER CHILES VALLEY RD,SAINT HELENA,CA,94574,NAPA,38.5270211,-122.3197708,RUSTRIDGE
CA-W-23215,"RUTH LEWANDOWSKI WINES, INC",RUTH LEWANDOWSKI WINES,18850 HASSETT LN,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,RUTH LEWANDOWSKI
CA-W-3466,"HALL WINES, LLC",RUTHERFORD WINERY,60 AUBERGE RD,RUTHERFORD,CA,94573,NAPA,38.4972524,-122.401729,RUTHERFORD
CA-W-800,ROUND HILL CELLARS INC,RUTHERFORD WINE COMPANY,1680 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.4886045,-122.4071719,RUTHERFORD
CA-W-22985,RUTLEDGE & VINE LLC,RUTLEDGE & VINE,880 VALLEJO ST,NAPA,CA,94559,NAPA,38.3045601,-122.2869947,RUTLEDGE & VINE
CA-W-17350,"CALIFORNIA WINERY PROPERTIES, LLC",RUTZ CELLARS,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,RUTZ
CA-W-17032,"CALIFORNIA WINERY PROPERTIES, LLC",RUTZ CELLARS,3637 FREI RD,SEBASTOPOL,CA,95472,SONOMA,38.4364734,-122.8461954,RUTZ
CA-W-17704,"RYME CELLARS, LLC",RYME WINE CELLARS,18850 HASSETT LN UNIT 29-34,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,RYME
CA-W-17165,"SULPHUR SPRINGS WINERY, LLC",S.E. CHASE FAMILY CELLARS,2252 SULPHUR SPRINGS AVE,SAINT HELENA,CA,94574,NAPA,38.4875269,-122.4685506,S.E. CHASE
CA-W-3415,SABINA VINEYARD LLC,SABINA VINEYARD,3291 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5373673,-122.5072088,SABINA
CA-W-23501,"SAINI - CHRISTIE WINES UNLIMITED, LLC",SAINI VINEYARDS,2503 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6468721,-122.9072868,SAINI
CA-W-3544,SAINTSBURY LLC,SAINTSBURY,1500 LOS CARNEROS AVE,NAPA,CA,94559,NAPA,38.2501253,-122.3255436,SAINTSBURY
CA-W-3254,"QUOVIUS, INC.","SALERNO HEALDSBURG ESTATE WINERY, D.O.M.",1441 GROVE ST STE B,HEALDSBURG,CA,95448,SONOMA,38.6300321,-122.8770999,"SALERNO HEALDSBURG , D.O.M."
CA-W-16512,"SALTONSTALL ESTATE COMPANY, LLC",SALTONSTALL ESTATE,2805 SPRING HILL RD,PETALUMA,CA,94952,SONOMA,38.219758,-122.727237,SALTONSTALL
CA-W-3076,"SALVESTRIN WINE COMPANY, LLC",SALVESTRIN WINE COMPANY,397 MAIN ST,SAINT HELENA,CA,94574,NAPA,38.4963407,-122.4614356,SALVESTRIN
CA-W-17358,SAMANTHA SHEEHAN IMPORTS,SAMANTHA SHEEHAN,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,SAMANTHA SHEEHAN
CA-W-17210,"SAN LORENZO WINERY, LLC",SAN LORENZO WINERY,3220 PASSALACQUA RD,HEALDSBURG,CA,95448,SONOMA,38.6404,-122.852508,SAN LORENZO
CA-W-21352,"SONOMA VALLEY VINEYARDS, INC",SANGIACOMO FAMILY WINES,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.5922955,-122.8619903,SANGIACOMO
CA-W-16209,SANGLIER CELLARS LLC,SANGLIER CELLARS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,SANGLIER
CA-W-17413,NORTH COAST VINEYARD SERVICES INC,SAPPHIRE HILL,51 FRONT ST SUITE A,HEALDSBURG,CA,95448,SONOMA,38.6059136,-122.8621096,SAPPHIRE HILL
CA-W-22956,"SARAH FRANCIS WINES, LLC",SARAH FRANCIS WINES,2731 NAPA CORPORATE DR,NAPA,CA,94558,NAPA,38.2487267,-122.27657,SARAH FRANCIS
CA-W-23885,"SAUNTER WINES, LLC",SAUNTER WINES,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,SAUNTER
CA-W-3148,"TWIN PEAKS WINERY, INC.",SAV WINERY,1473 YOUNTVILLE CROSS RD,YOUNTVILLE,CA,94599,NAPA,38.4240494,-122.3447164,SAV
CA-W-22708,"ARS FERMENTUM, LLC",SAWHORSE CIDER,21684 E 8TH ST STE 430--450,SONOMA,CA,95476,SONOMA,38.2589716,-122.4395579,SAWHORSE CIDER
CA-W-21599,JEFFERY E. GAFFNER,SAXON BROWN,1160 HOPPER AVE,SANTA ROSA,CA,94503,SONOMA,38.4791031,-122.7410232,SAXON BROWN
CA-W-15791,"SBRAGIA FAMILY VINEYARDS, LLC",SBRAGIA FAMILY VINEYARDS,9990 DRY CREEK RD,GEYSERVILLE,CA,95441,SONOMA,38.7204495,-122.9936779,SBRAGIA
CA-W-16678,"J. J. COHN ESTATE, LLC",SCARECROW WINE,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,SCARECROW
CA-W-17265,"HUDSON WINE COMPANY, LLC",SCARLETT WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5918834,-122.6018226,SCARLETT
CA-W-21077,"SCHEINFELD WINE COMPANY, LLC",SCHEINFELD WINE COMPANY,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,SCHEINFELD
CA-W-2408,FRED C. SCHERRER AND JUDITH B. SCHERRER,SCHERRER WINERY,4940 ROSS RD,SEBASTOPOL,CA,95472,SONOMA,38.4538104,-122.8813079,SCHERRER
CA-W-16219,"SCHRADER VINEYARDS, LLC",SCHRADER VINEYARDS,1271 MONTICELLO RD,NAPA,CA,94558,NAPA,38.3341169,-122.2619495,SCHRADER
CA-W-16756,"SCHRADER CELLARS, LLC",SCHRADER CELLARS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,SCHRADER
CA-W-15873,SCHUG WINERY LLC,SCHUG WINERY,602 BONNEAU RD,SONOMA,CA,95476,SONOMA,38.2306331,-122.4743217,SCHUG
CA-W-17089,"SCHWEIGER VINEYARDS, INC.",SCHWEIGER VINEYARDS,4015 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5261292,-122.5471086,SCHWEIGER
CA-W-16884,"SCIANDRI FAMILY VINEYARDS, LLC",SCIANDRI FAMILY VINEYARD,2275 SODA CANYON RD,NAPA,CA,94558,NAPA,38.3990083,-122.2927451,SCIANDRI
CA-W-15418,"CREATIVE WINE CONCEPTS, INC.",SCOTT HARVEY WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.4889858,-122.4282924,SCOTT HARVEY
CA-W-23188,WINE RETRIEVER LLC,SCOUT & CELLAR,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,SCOUT
CA-W-23270,WINE RETRIEVER LLC,SCOUT & CELLAR,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.6077762,-122.8670745,SCOUT
CA-W-22412,"SCOUT AND GRANGE, LLC",SCOUT AND GRANGE,21481 8TH ST E STE 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,SCOUT AND GRANGE
CA-W-15602,"SCREAMING EAGLE, LLC",SCREAMING EAGLE WINERY,7557 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4466774,-122.3627369,SCREAMING EAGLE
CA-W-16769,"AKA WINES, LLC",SCRIBE WINERY,21692 EIGHTH ST SUITE 340,SONOMA,CA,95476,SONOMA,38.2589716,-122.4395579,SCRIBE
CA-W-23833,"SCULATTI WINE, LP",SCULATTI WINE,588 ZINFANDEL LN,ST HELENA,CA,94574,NAPA,38.487409,-122.437755,SCULATTI
CA-W-21955,"SEAMUS WINES, LLC",SEAMUS WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,SEAMUS
CA-W-15906,"SEAVER VINEYARDS, LLC",SEAVER VINEYARDS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,SEAVER
CA-W-17493,"FOLEY FAMILY WINES, INC.",SEBASTIANI VINEYARDS,389 E 4TH ST,SONOMA,CA,95476,SONOMA,38.2932154,-122.449003,SEBASTIANI
CA-W-23581,"GWTS,LLC",SEI QUERCE,"435 W DRY CREEK RD BLDG A,B,C,E",HEALDSBURG,CA,95448,SONOMA,38.6107995,-122.8924509,SEI QUERCE
CA-W-22926,"BLANTON FAMILY VINEYARDS, LLC",SELAH WINES,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,SELAH
CA-W-3165,"SELBY ENTERPRISES, INC.",SELBY WINERY,"498 MOORE LN SUITE A, C",HEALDSBURG,CA,95448,SONOMA,38.6132434,-122.8751177,SELBY
CA-W-15720,"SEQUOIA GROVE VINEYARDS LP, SQV LLC GENERAL PARTNER",SEQUOIA GROVE VINEYARDS,8338 ST. HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.4498999,-122.411818,SEQUOIA GROVE
CA-W-23615,"SUMMIT VINEYARDS ESTATE, LLC",SEVEN APART,4057 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3571171,-122.2904426,SEVEN APART
CA-W-15396,"SEVEN STONES WINERY, LLC",SEVEN STONES WINERY,840 MEADOWOOD LN,SAINT HELENA,CA,94574,NAPA,38.5174706,-122.4583288,SEVEN STONES
CA-W-22018,"SHADOWBOX CELLARS, INC.",SHADOWBOX CELLARS,"45 ENTERPRISE CT STE 1-4, 7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,SHADOWBOX
CA-W-22304,"SHADYBROOK ESTATE, LLC",SHADYBROOK ESTATE WINERY,100 RAPP LN,NAPA,CA,94558,NAPA,38.3088904,-122.2482701,SHADYBROOK
CA-W-22736,SHANTI WINES LLC,SHANTI WINES,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,SHANTI
CA-W-17320,"SHARE A SPLASH WINE CO., LLC",SHARE A SPLASH WINE CO.,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.6130395,-122.8765579,SHARE A SPLASH
CA-W-21970,BLACK KNIGHT CELLARS LLC,SHATTERCANE,4889 GRANGE RD,SANTA ROSA,CA,95404,SONOMA,38.3740376,-122.6399273,SHATTERCANE
CA-W-23656,M2 TALENT INCORPORATED,SHATTERCANE,4889 GRANGE RD,SANTA ROSA,CA,95404,SONOMA,38.3740376,-122.6399273,SHATTERCANE
CA-W-3069,"SHED-TEAU WINES, LLC",SHED-TEAU WINES,1081 ROUND HILL CIR,NAPA,CA,94558,NAPA,38.3026763,-122.337876,SHED-TEAU
CA-W-15773,DYLAN DAVID SHELDON AND TOBE SHELDON,SHELDON WINES,3360 COFFEY LN SUITE E,SANTA ROSA,CA,95403,SONOMA,38.4722626,-122.7445677,SHELDON
CA-W-21509,"SHERWIN FAMILY VINEYARDS, LLC",SHERWIN FAMILY VINEYARDS,4060 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,NAPA,38.529703,-122.558015,SHERWIN
CA-W-16687,"NAPA VALLEY PARTNERS, LLC",SHIFFLETT FAMILY WINES,1201 DARMS LN,NAPA,CA,94558,NAPA,38.361287,-122.351775,SHIFFLETT
CA-W-17510,"SHIISA CELLARS, LLC",SHIISA CELLARS,3055 OLD SONOMA RD,NAPA,CA,94558,NAPA,38.287239,-122.313411,SHIISA
CA-W-16553,SHIPPEY VINEYARDS LLC,SHIPPEY VINEYARDS,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA,38.5978578,-122.8531789,SHIPPEY
CA-W-23731,SHL CATHIARD LLC,SHL NAPA/CATHAIRD FAMILY ESTATE,1978 W ZINFANDEL LN,ST. HELENA,CA,94574,NAPA,38.4769572,-122.4554595,SHL NAPA/CATHAIRD
CA-W-17190,DAVID BECKER,SHORT & SWEET WINES,3541 TWIN OAKS DR,NAPA,CA,94558,NAPA,38.3025705,-122.3451817,SHORT & SWEET
CA-W-23537,SHUNYI CELLARS LLC,SHUNYI CELLARS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609,SHUNYI
CA-W-21381,"8687 FAMILY WINE COMPANY, LLC",SIBLING RIVALRY,1201 DARMS LN,NAPA,CA,94558,NAPA,38.361287,-122.351775,SIBLING RIVALRY
CA-W-16690,RODNEY PHILIP SICHEL AND HOLLY MICHELLE SICHEL,SICHEL FAMILY WINERY,3360 COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA,38.4722626,-122.7445677,SICHEL
CA-W-2203,"RAYMOND E. SIGNORELLO, JR.",SIGNORELLO VINEYARDS,4500 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3708527,-122.2961792,SIGNORELLO
CA-W-17426,SILENUS INTERNATIONAL GROUP INC.,SILENUS WINERY,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,SILENUS
CA-W-22467,"ATLAS PEAK MOUNTAIN WINERY, LLC",SILL FAMILY VINEYARDS,3524 SILVERADO TRL,ST HELENA,CA,94574,NAPA,38.5473988,-122.4883611,SILL
CA-W-22728,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,1183 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5658751,-122.5568064,SILVER OAK
CA-W-22723,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,915 OAKVILLE CROSSROAD,OAKVILLE,CA,94562,NAPA,38.4442037,-122.3861352,SILVER OAK
CA-W-22737,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,120 FOSS CREEK CIR,HEALDSBURG,CA,95448,SONOMA,38.6135374,-122.8763951,SILVER OAK
CA-W-22729,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,3004 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.578,-122.875111,SILVER OAK
CA-W-22727,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,7300 HWY 128,HEALDSBURG,CA,95448,SONOMA,38.6692837,-122.809815,SILVER OAK
CA-W-20586,"SILVER TRIDENT WINERY, LLC",SILVER TRIDENT WINERY,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,SILVER TRIDENT
CA-W-1085,THE SILVERADO VINEYARDS,SILVERADO VINEYARDS,6121 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4120123,-122.3365255,SILVERADO
CA-W-2878,"TPWC, INC.",SIMI WINERY,16275 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.6404933,-122.8737963,SIMI
CA-W-15836,KENNETH D. SIMONCINI,SIMONCINI VINEYARDS,2307 W DRY CREEK,HEALDSBURG,CA,95448,SONOMA,38.629858,-122.906528,SIMONCINI
CA-W-17030,THOMAS RAYMOND SIMONEAU AND BRENDA LEE SIMONEAU,SIMONEAU VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.5785581,-122.8367862,SIMONEAU
CA-W-21732,BENNETT VALLEY VINEYARD & WINERY INC.,SIMPATICO WINE COMPANY,1230 SHILOH RD,WINDSOR,CA,95492,SONOMA,38.524516,-122.8015215,SIMPATICO
CA-W-22073,BENNETT VALLEY VINEYARD & WINERY INC.,SIMPATICO WINE COMPANY,2064 GRAVENSTEIN HWY N BLDG 1,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,SIMPATICO
CA-W-21330,"DAVID JAMES, LLC",SINEGAL ESTATE,2125 INGLEWOOD AVE,ST. HELENA,CA,94574,NAPA,38.4807004,-122.4603415,SINEGAL
CA-W-23049,"DAVID JAMES, LLC",SINEGAL ESTATE,21660 E 8TH ST BLDG A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,SINEGAL
CA-W-17023,"BARRY SINGER GALLERY, INC",SINGER CELLARS,833 CHILENO VALLEY RD,PETALUMA,CA,94952,SONOMA,38.207443,-122.6753597,SINGER
CA-W-22407,"SIRE ESTATE, LLC",SIRE ESTATE,15 CHATEAU LN,NAPA,CA,94558,NAPA,38.3074544,-122.2475085,SIRE
CA-W-2846,SJOEBLOM WINERY,SJOEBLOM WINERY,264 CRYSTAL SPRINGS RD,SAINT HELENA,CA,94574,NAPA,38.561264,-122.4967396,SJOEBLOM
CA-W-23335,"SKIPSTONE WINES, LLC",SKIPSTONE RANCH,1000 MAIN ST,SAINT HELENA,CA,94574,NAPA,38.5027811,-122.4638407,SKIPSTONE RANCH
CA-W-16803,"GRAPEVINE HOLDINGS L1, LLC",SKIPSTONE RANCH,2929 ST HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5213317,-122.4937408,SKIPSTONE RANCH
CA-W-904,LAWRENCE LLOYD OLDS,SKY VINEYARDS,1500 LOKOYA RD,NAPA,CA,94558,NAPA,38.3710796,-122.42336,SKY
CA-W-23542,"SKY DEVIL GROUP, LLC",SKY DEVIL GROUP,703 OAKVILLE CROSS RD,NAPA,CA,94558,NAPA,38.4492977,-122.373603,SKY DEVIL GROUP
CA-W-23556,SKYHARP CELLARS,SKYHARP CELLARS,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,SKYHARP
CA-W-15387,"SKYLARK WINE COMPANY, INC",SKYLARK WINE COMPANY,21684 EIGHT ST EAST #600,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,SKYLARK
CA-W-1852,"SIMON LEVI COMPANY, LTD.",SL CELLARS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.4063036,-122.5419918,SL
CA-W-3135,"THE VINEYARDS OF PATRICIA & PETER LENZ, LTD.",SLAUGHTERHOUSE WINERY,280 CHIQUITA RD,HEALDSBURG,CA,95448,SONOMA,38.635986,-122.8792583,SLAUGHTERHOUSE
CA-W-20392,"GOLDIN INVESTMENT II, INC.",SLOAN WINERY,88 AUBERGE RD,RUTHERFORD,CA,94573,NAPA,38.494497,-122.396791,SLOAN
CA-W-16184,"SMALL VINES WINES, INC.",SMALL VINES WINES,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609,SMALL VINES
CA-W-2625,PAUL SMITH,SMITH FAMILY WINERY,3747 LANGTRY RD,SAINT HELENA,CA,94574,NAPA,38.5043482,-122.5377381,SMITH
CA-W-21938,"J.W. THOMAS, LLC",SMITH DEVEREUX,2750 LAS AMIGAS RD,NAPA,CA,94559,NAPA,38.2308474,-122.3487459,SMITH DEVEREUX
CA-W-22830,"SMITH STORY WINE CELLARS, LLC",SMITH STORY WINE CELLARS,21684 E 8TH ST STE 430440450,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,SMITH STORY
CA-W-774,"COOK'S FLAT ASSOCIATES, LP STUART SMITH, GP",SMITH-MADRONE VINEYARDS,4022 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5244649,-122.5512918,SMITH-MADRONE
CA-W-24048,"PROFESSIONS WINE COMPANY, LLC",SMOKEY ROBINSON WINES,"25 HEALDSBURG AVE BLDG 20,21,30",HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,SMOKEY ROBINSON
CA-W-20080,"SNOWDEN VINEYARDS, LLC",SNOWDEN VINEYARDS,2920 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,NAPA,38.5098404,-122.4952758,SNOWDEN
CA-W-17381,"STONECUSHION, INC.",SODA ROCK WINERY,8015 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.6604,-122.79925,SODA ROCK
CA-W-2852,"SODARO WINES, LLC",SODARO WINES,24 BLUE OAK LN,NAPA,CA,94558,NAPA,38.3150158,-122.2331711,SODARO
CA-W-21580,"AS VINEYARDS, LLC",SODHANI WINERY,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,SODHANI
CA-W-23987,HARROW CELLARS,SOJOURN CELLARS,3358 COFFEY LN UNIT D,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,SOJOURN
CA-W-20507,"TENACITY WINES, LLC",SOLISTE CELLARS,3358 COFFEY LN STE D,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,SOLISTE
CA-W-22725,"SONOMA APERITIF, LLC",SONOMA APERITIF,111 GOODWIN AVE,PENNGROVE,CA,94951,SONOMA,38.2841478,-122.6685598,SONOMA APERITIF
CA-W-23900,"WATER INTO WINE, INC.",SONOMA COLLECTIVE WINES,21945 CARNEROS LAKE LN STE 3,SONOMA,CA,95476,SONOMA,38.2564761,-122.4385709,SONOMA COLLECTIVE
CA-W-20058,RE:WINED LLC,SONOMA VALLEY PORTWORKS,613 2ND ST,PETALUMA,CA,94952,SONOMA,38.2311551,-122.6307984,SONOMA VALLEY PORTWORKS
CA-W-1075,"SONOMA-CUTRER VINEYARDS, INC.",SONOMA-CUTRER VINEYARDS,4401 SLUSSER RD,WINDSOR,CA,95492,SONOMA,38.4988928,-122.8326455,SONOMA-CUTRER
CA-W-22344,"SONS OF BACCHUS, LLC",SONS OF BACCHUS,"607 MARTIN AVE STE 102, 109 & 111",ROHNERT PARK,CA,94928,SONOMA,38.3548211,-122.7259732,SONS OF BACCHUS
CA-W-23818,SOPHIE JAMES LLC,SOPHIE JAMES WINES,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,SOPHIE JAMES
CA-W-22319,WEST EDGE WINES LLC,SOSIE WINES,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,SOSIE
CA-W-15585,"SPANN VINEYARDS, INC.",SPANN VINEYARDS,12900 MAPLE GLEN RD,GLEN ELLEN,CA,95442,SONOMA,38.381936,-122.479985,SPANN
CA-W-2155,"SPELLETICH FAMILY, INC.",SPELLETICH CELLARS,2545 NAPA VALLEY CORPORATE DR STE C,NAPA,CA,94558,NAPA,38.2539682,-122.2761996,SPELLETICH
CA-W-15367,SPENCE VINEYARDS LLC,SPENCE VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,SPENCE
CA-W-20342,SPENCE VINEYARDS LLC,SPENCE VINEYARDS,994 WHITE COTTAGE RD N,ANGWIN,CA,94508,NAPA,38.5934553,-122.4428848,SPENCE
CA-W-16488,"JACKSON FAMILY WINES, INC.",SPIRE COLLECTION,3299 BENNETT LN,CALISTOGA,CA,94515,NAPA,38.5994878,-122.6103647,SPIRE COLLECTION
CA-W-1962,"SPRING MOUNTAIN VINEYARD, INC.",SPRING MOUNTAIN VINEYARDS,2805 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5060488,-122.4898202,SPRING MOUNTAIN
CA-W-21036,"STONECUSHION, INC.",ST. ANNE'S CROSSING,8450 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.4217037,-122.5600684,ST. ANNE'S CROSSING
CA-W-2590,"ST. FRANCIS WINERY & VINEYARD, INC. (GEN. PART.)","ST. FRANCIS WINERY & VINEYARD, LP",500 PYTHIAN RD,SANTA ROSA,CA,95409,SONOMA,38.4426278,-122.5756886,ST. FRANCIS
CA-W-23216,ST. ROMEDIUS LLC,ST. ROMEDIUS WINE,2511 NAPA VALLEY CORPORATE DR STE 115,NAPA,CA,94558,NAPA,38.2558378,-122.2757884,ST. ROMEDIUS
CA-W-15655,FREDERICK J NUNES,ST. ROSE WINERY,5775 OLD REDWOOD HWY,SANTA ROSA,CA,95403,SONOMA,38.5219238,-122.7802838,ST. ROSE
CA-W-23473,"ST. SUPERY, INC.",ST. SUPERY ESTATE VINEYARDS & WINERY,200 LONG RANCH RD,ST. HELENA,CA,94574,NAPA,38.4679819,-122.3498085,ST. SUPERY
CA-W-1583,"ST. SUPERY, INC.",ST. SUPERY VINEYARDS & WINERY,8440 ST. HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.4553181,-122.4143806,ST. SUPERY
CA-W-3618,STAGLIN FAMILY VINEYARD LLC,STAGLIN FAMILY VINEYARD,1570 BELLA OAKS LN,RUTHERFORD,CA,94573,NAPA,38.44086,-122.4264409,STAGLIN
CA-W-16171,"STAG'S LEAP WINE CELLARS, LLC",STAG'S LEAP WINE CELLARS,5766 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3983978,-122.3243927,STAG'S LEAP
CA-W-16199,"STAG'S LEAP WINE CELLARS, LLC",STAG'S LEAP WINE CELLARS,904 ENTERPRISE WAY,NAPA,CA,94558,NAPA,38.2592129,-122.2723637,STAG'S LEAP
CA-W-20004,"STARK WINE COMPANY, LLC",STARK WINE,441 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.6132782,-122.8719241,STARK
CA-W-16497,"PAHLAVAN FAMILY CELLARS, LLC",STARLITE VINEYARDS,5511 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6755459,-122.8317453,STARLITE
CA-W-17437,"STAVE 28, LTD.",STAVE 28,4001 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6886052,-122.8489052,STAVE 28
CA-W-1226,RICHARD M. STELTZNER,STELTZNER,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,STELTZNER
CA-W-24078,RICHARD M. STELTZNER,STELTZNER VINEYARDS,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5958836,-122.6065815,STELTZNER
CA-W-15744,"TRUST WINERY, LTD.",STEPHEN & WALKER,1500 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.6322539,-122.8765053,STEPHEN & WALKER
CA-W-21342,"SV SITUM, INC.",STEPHEN SITUM,4001 128 HWY,GEYSERVILLE,CA,95441,SONOMA,38.6886052,-122.8489052,STEPHEN SITUM
